Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
Hospital design principles implementation: Reflections from practitioners in Thailand,"Viryasiri T., Laovisutthichai V., Sangnin K., Dhanakoses K., Roopkaew P., Viryasiri P.",2023-01-01,"Design Principles, Healing environment, Healthcare architecture, Healthcare facility, Hospital design principle, Inherent complexity, Medical services, Safety standard, Standard requirements, Thailand, Developing countries, Healing environment, Healthcare architecture, Hospital design principles, Sustainability","Due to the inherent complexity of medical service procedures, safety standards, and functional requirements in healthcare facilities, numerous design principles have been advocated for more systematic and straightforward design practices. However, most of them are established in developed economies. There is a scarcity of practitioners’ perspectives on their implementation process, difficulties, and outcomes in other socio-cultural conditions. Therefore, this research reflects the realization of these principles in Thailand. It does so by literature review, hosting four public discussion forums in Bangkok, thematic analysis, and data triangulation with case studies. Despite many hospital design principles established, this research shows that it is still a chaotic task to execute them in different contexts. As some may conflict with the national health system, practitioners have to both scrutinize the principles and acquaint themselves with the existing system before balancing, prioritizing, and deciding whether to follow, adjust, or deny the principles. This decision-making process also varies from hospital to hospital due to health disparities, site constraints, local culture, and laws and regulations. This research forms an understanding of healthcare facility design in developing economies and reveals some dilemmas. It also paves the way for future research on hospital design principles localization.","fluidex; related topics, engineering, sociology, arts","Civil and Structural Engineering, Architecture, Cultural Studies, Building and Construction, Arts and Humanities (miscellaneous)"
Development and characterization of mouse anti-canine PD-L1 monoclonal antibodies and their expression in canine tumors by immunohistochemistry in vitro,"Sirivisoot S., Boonkrai C., Wongtangprasert T., Phakham T., Muanwein P., Pisitkun T., Sawangmake C., Radtanakatikanon A., Rungsipipat A.",2023-01-01,"Animals, Antibodies, Monoclonal, B7-H1 Antigen, Dog Diseases, Dogs, Humans, Immunohistochemistry, Melanoma, Mice, Programmed Cell Death 1 Receptor, Rodent Diseases, anti-canine PD-L1 antibody, canine PD-L1, Dog, immune checkpoint inhibitor","Immune escape is the hallmark of carcinogenesis. This widely known mechanism is the overexpression of immune checkpoint ligands, such as programmed cell death protein 1 and programmed death-ligand 1 (PD-1/PD-L1), leading to T cell anergy. Therefore, cancer immunotherapy with specific binding to these receptors has been developed to treat human cancers. Due to the lack of cross-reactivity of these antibodies in dogs, a specific canine PD-1/PD-L1 antibody is required. The aim of this study is to develop mouse anti-canine PD-L1 (cPD-L1) monoclonal antibodies and characterize their in vitro properties. Six mice were immunized with recombinant cPD-L1 with a fusion of human Fc tag. The hybridoma clones that successfully generated anti-cPD-L1 antibodies and had neutralizing activity were selected for monoclonal antibody production. Antibody properties were tested by immunosorbent assay, surface plasmon resonance, and immunohistochemistry. Four hybridomas were effectively bound and blocked to recombinant cPD-L1 and cPD-1-His-protein, respectively. Candidate mouse monoclonal antibodies worked efficiently on formalin-fixed paraffin-embedded tissues of canine cancers, including cutaneous T-cell lymphomas, mammary carcinomas, soft tissue sarcomas, squamous cell carcinomas, and malignant melanomas. However, functional assays of these anti-cPD-L1 antibodies need further investigation to prove their abilities as therapeutic drugs in dogs as well as their applications as prognostic markers.",Veterinary Science,Veterinary (all)
Characterization of Lactic Acid Bacteria from Fermented Fish (pla-paeng-daeng) and Their Cholesterol-lowering and Immunomodulatory Effects,"Kingkaew E., Konno H., Hosaka Y., Phongsopitanun W., Tanasupawat S.",2023-01-01,"Animals, Cholesterol, Enterococcus, Humans, Lactobacillales, Probiotics, Thailand, cholesterol-lowering effects, immunomodulation, lactic acid bacteria (LAB), probiotics, Thai fermented fish","The cholesterol-lowering and immunomodulatory effects and probiotic properties of 25 lactic acid bacteria (LAB) isolated from fermented fish (pla-paeng-daeng) in Thailand were examined in the present study. Based on their phenotypic and genetic characteristics, LAB were identified as Lactiplantibacillus pentosus (Group I, 6 isolates), Lactiplantibacillus argentoratensis (Group II, 1 isolate), Limosilactobacillus fermentum (Group III, 2 isolates), Companilactobacillus pabuli (Group IV, 4 isolates), Companilactobacillus farciminis (Group V, 5 isolates), Companilactobacillus futsaii (Group VI, 6 isolates), and Enterococcus lactis (Group VII, 1 isolate). Lactiplantibacillus pentosus PD3-1 and PD9-2 and Enterococcus lactis PD3-2 exhibited bile salt hydrolase (BSH) activities. The percentage of cholesterol assimilated by all isolates ranged between 21.40 and 54.07%. Bile salt hydrolase-producing isolates tolerated acidic and bile conditions and possessed adhesion properties. They also exerted immunomodulatory effects that affected the production of interleukin-12 (IL-12), interferon-γ (IFN-γ), human β-defensin-2 (hBD-2), and nitric oxide (NO). These isolates meet standard probiotic requirements and exert beneficial effects.",Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics, Soil Science, Plant Science"
"Effect of a Multispecies Synbiotic Supplementation on Body Composition, Antioxidant Status, and Gut Microbiomes in Overweight and Obese Subjects: A Randomized, Double-Blind, Placebo-Controlled Study","Oraphruek P., Chusak C., Ngamukote S., Sawaswong V., Chanchaem P., Payungporn S., Suantawee T., Adisakwattana S.",2023-04-01,"Antioxidants, Body Composition, Double-Blind Method, Gastrointestinal Microbiome, Humans, Obesity, Overweight, Probiotics, Synbiotics, gut microbiota, overweight and obesity, prebiotic, probiotic, synbiotic","Studies investigating the effect of multispecies synbiotic supplementation in obesity management are limited. The current study was performed to evaluate the effects of multispecies probiotics mixed with fructooligosaccharides on body composition, antioxidant status, and gut microbiome composition in overweight and obese individuals. We employed a randomized, double-blind, placebo-controlled trial design, in which 63 individuals aged 18–45 years were assigned to receive either a synbiotic supplement or placebo for 12 weeks. The synbiotic group consumed a daily dose of 37 × 109 colony-forming units (CFU) of a unique blend of seven different probiotics, along with 2 g of fructooligosaccharides, while the placebo group consumed 2 g of maltodextrin daily. Assessments were performed at baseline, week 6, and the end of the study. The results of the study indicated that synbiotic supplementation resulted in a significant reduction in waist circumference and body fat percentage compared to the baseline measurements, as observed at 12 weeks. At the end of the study, there were no significant differences observed in body weight, BMI, waist circumference, or percentage of body fat between the synbiotic group and the placebo group. An analysis of plasma antioxidant capacity revealed that synbiotic supplementation caused a significant increase in Trolox equivalent antioxidant capacity (TEAC) and a concomitant decrease in malondialdehyde (MDA) in the test group when compared to the placebo. For the gut microbiota analysis, synbiotic supplementation significantly decreased Firmicutes abundance and the Firmicutes/Bacteroidetes (F/B) ratio at week 12 as compared to the placebo group. Nevertheless, the synbiotic group did not exhibit any substantial alterations in other biochemical blood parameters compared to the placebo group. These findings suggest that multispecies synbiotic supplementation could be a beneficial strategy to improve body composition, antioxidant status, and gut microbiome composition in overweight and obese subjects.","Agricultural and Biological Sciences, Nursing","Food Science, Nutrition and Dietetics"
Reverse of left ventricular remodeling in heart failure patients with left bundle branch area pacing: Systematic review and meta-analysis,"Siranart N., Chokesuwattanaskul R., Prasitlumkum N., Huntrakul A., Phanthong T., Sowalertrat W., Navaravong L., Cheungpasitporn W., Jongnarangsin K.",2023-06-01,"Bundle of His, Cardiac Pacing, Artificial, Electrocardiography, Heart Failure, Humans, Stroke Volume, Treatment Outcome, Ventricular Dysfunction, Left, Ventricular Function, Left, Ventricular Remodeling, cardiac resynchronization therapy, heart failure, left bundle branch area pacing, pacing-induced cardiomyopathy, reverse left ventricular remodeling","Background: Left bundle branch area pacing (LBBAP) has recently become a promising option for the near-natural restoration of electrical activation. However, the clinical relevance of therapeutic effects in individuals with heart failure with reduced ejection fraction (HFrEF) and dyssynchrony remains unknown. Methods: MEDLINE, EMBASE, and Cochrane databases were searched from inception until June 2022. Data from each study was combined using a random-effects model, the generic inverse variance method of DerSimonian and Laird, to calculate standard mean differences and pooled incidence ratio, with 95% confidence intervals (CIs). Results: A total of 772 HFrEF patients were analyzed from 15 observational studies per protocol. The success rate of LBBAP implantation was 94.8% (95% CI 89.9–99.6, I2 = 79.4%), which was strongly correlated with shortening QRS duration after LBBAP implantation, with a mean difference of −48.10 ms (95% CI −60.16 to −36.05, I2 = 96.7%). Over a period of 6–12 months of follow-up, pacing parameters were stable over time. There were significant improvements in left ventricular ejection fraction (LVEF), left ventricular end-systolic volume (LVESV), left ventricular end-diastolic diameter (LVEDD), and left ventricular end-diastolic volume (LVEDV) with mean difference of 16.38% (95% CI 13.13–19.63, I2 = 90.2%), −46.23 ml (95% CI −63.17 to −29.29, I2 = 86.82%), −7.21 mm (95% CI −9.71 to −4.71, I2 = 84.6%), and −44.52 ml (95% CI −64.40 to −24.64, I2 = 85.9%), respectively. Conclusions: LBBAP was associated with improvements in both cardiac function and electrical synchrony. The benefits of LBBAP in individuals with HFrEF and dyssynchrony should be further validated by randomized studies.",medical,Cardiology and Cardiovascular Medicine
Intracameral Gnathostomiasis: A Case Report and Literature Review,"Kongwattananon W., Wiriyabanditkul T., Supwatjariyakul W., Somkijrungroj T.",2023-01-01,"Animals, Eye, Glaucoma, Gnathostoma, Gnathostomiasis, Humans, Male, Middle Aged, Observational Studies as Topic, Uveitis, Anterior, Anterior uveitis, gnathostoma, gnathostomiasis, nematode, parasite",Purpose: The purpose of this article is to report a case of ocular gnathostomiasis presenting with acute anterior uveitis and uveitis glaucoma. Methods: observational case report and literature review. Results: A 56-year-old Thai male was referred to a tertiary eye center with acute anterior uveitis and uveitis glaucoma in the right eye. A nematode was found in the right anterior chamber. Surgical removal of the nematode was successfully performed. Gnathostoma spinigerum was the nematode identified on pathological examination. Conclusions: Early detection of the parasite and timely surgical removal is the key to the management of ocular gnathostomiasis.,medical,"Immunology and Allergy, Ophthalmology"
Impact of the Porosity and Elastic Foundation on Frequency and Buckling Response of Bidirectional Functionally Graded Piezoelectric Porous Plate,"Harsha A., Kumar P.",2023-01-01,"Bidirectional material distribution, Elastic foundation, Finite element formulations, Functionally graded piezoelectric, Functionally graded piezoelectric porous plate, Material distribution, Porosity distributions, Thermoelectric, Thermoelectric loading, Vibration, bidirectional (BD) material distributions, buckling, elastic foundations, finite element formulations, functionally graded piezoelectric porous (FGPP) plate, Thermoelectric loading, vibration","This work presents a thermoelectric vibration and buckling behavior of a bidirectional functionally graded piezoelectric porous (BD-FGPP) plate resting on the elastic foundation with arbitrary boundary conditions. The variation of the material properties in the FGPP plate is bidirectional, i.e. along longitudinal and thickness directions, using the modified power law distributions. Also, the BD-FGPP plate carries various porosity distributions, i.e. even, uneven and symmetric center types. The governing equation of the FGPP plate has been obtained through Hamilton's principle and solved through a higher-order finite element approach. The correctness and usefulness of the current technique are confirmed and compared with existing model outcomes available in the literature. A comprehensive parametric study has investigated the effect of the elastic foundations, porous exponent with various porosity distributions, bidirectional material exponent, temperature change, electrical loading and boundary conditions. The attained results are more valuable for designing functionally graded piezoelectric-based smart structures by considering the porosity distribution in a thermoelectric environment.","fluidex; related topics, engineering, Mathematics","Civil and Structural Engineering, Building and Construction, Aerospace Engineering, Ocean Engineering, Mechanical Engineering, Applied Mathematics"
Aqueous solutions of chiral ionic liquids based on (–)-menthol: An experimental and computational study of volumetric and transport properties,"Bendova M., Heyda J., Wagner Z., Feder-Kubis J., Polak J., Tankam T., Sykorova A.",2023-05-15,"Chemical engineering research, Chiral ionic liquids, Computational studies, Conductivity, Imidazolium-based, Infinite dilution, Kirkwood–buff theory, Molecular levels, Physico-chemicals, Volumetrics, Conductivity, Dissociation, Infinite dilution, Ionic liquids, Kirkwood–Buff theory, Molecular dynamics","Aqueous solutions of ionic liquids remain at the focus of the physico-chemical and chemical-engineering research due to their interesting behaviour in the bulk and on the molecular level as well as thanks to their possible application potential. Indeed, the molecular structure of the aqueous solutions of ionic liquids is still poorly understood. In this work, imidazolium-based chiral ionic liquids with a (–)-menthol substituent on the cation 1-alkyl-3-[(1R,2S,5R)-(–)-menthoxymethyl]imidazolium chlorides were studied in aqueous solutions. Their volumetric properties and electrical conductivity were measured to better understand their hydration and dissociation. The bulk experimental data were interpreted in the light of MD simulations that enabled us to obtain spatial and radial distribution functions and to estimate the volumetric and transport properties of the studied systems. Experimental data of density and conductivity were analyzed by methods of mathematical gnostics which is naturally robust, is valid for small data set (no coverage factor needed), and does not require prior knowledge of the distribution of the measurement errors. It is therefore applicable in cases where tests of data normality are statistically insignificant or even fail.","fluidex; related topics, Materials Science, physics, chemistry","Electronic, Optical and Magnetic Materials, Atomic and Molecular Physics, and Optics, Condensed Matter Physics, Spectroscopy, Physical and Theoretical Chemistry, Materials Chemistry"
Modeling local interfacial area concentration for adiabatic and boiling bubbly flows,"Hibiki T., Rassame S.",2023-11-05,"Bubble coalescence, Bubbles breakup, Bubbly flow, Coalescence rate, Drag forces, Heat and mass transfer, Interfacial area concentrations, Interfacial drag force, Interfacial heat transfer, Subcooled boiling flow, Bubbly flow, Interfacial area concentration, Interfacial drag force, Interfacial heat transfer, Subcooled boiling flow","Bubbly flows appear in various heat and mass transfer systems, and interfacial area concentration (IAC) is a critical geometrical parameter for the flows. The fidelity of accurately computed IACs is essential for reliable three-dimensional computational fluid dynamics analyses of bubbly flows because the IACs directly affect the interfacial force and interfacial heat and mass transfer rates. This study targeted development of a simple and robust model for predicting the local IAC under steady-state bubbly flows with and without phase change. The dependent two-phase flow parameters of the IAC were derived by considering bubble coalescence and breakup rates. The IAC transport equation simplified under steady-state conditions was used for this purpose. A simplified turbulence model was introduced to formulate the energy dissipation rate per unit mass necessary for computing the bubble coalescence and breakup rates. The prediction accuracy of the local IAC model for bubbly flow conditions with area-average void fraction values less than 10 % was estimated to be 20 % based on 803 local data collected for adiabatic air–water bubbly flows in round tubes with diameters ranging from 9.0 to 200 mm. The model was also applied to predict the local IAC data of subcooled boiling flows in heated channels with hydraulic diameters ranging from 18.5 to 22.2 mm. The test conditions covered pressures from 0.1 to 1.46 MPa. The model prediction accuracy for bubbly flow conditions with area-average void fraction values less than 10 % was estimated to be 40 % based on 155 subcooled boiling flow data.","energy, engineering, coastal engineering","Energy Engineering and Power Technology, Mechanical Engineering, Fluid Flow and Transfer Processes, Industrial and Manufacturing Engineering"
Chitosan Oligosaccharide Promotes Junction Barrier through Modulation of PI3K/AKT and ERK Signaling Intricate Interplay in T84 Cells,"Mehmood T., Pichyangkura R., Muanprasat C.",2023-04-01,"AKT, Barriers functions, Chitosan oligosaccharide, Diarrhea, Extracellular signal-regulated kinase, Junction barrier, Post treatment, Pre-incubation, Transepithelial electrical resistances, Wortmannin, AKT, chitosan oligosaccharide, diarrhea, ERK, junction barrier, SC79, wortmannin","Chitosan oligosaccharide (COS) is a breakdown product of chitin, a polymer of N-acetyl-D-glucosamine. COS promotes barrier function in intestinal epithelial cells. However, the exact mechanism of COS-induced barrier function remains unknown. This study was aimed to explore the intricate signaling cascades in the junction barrier induced by COS (100 μg/mL) in human intestinal epithelial cells (T84 cells). COS (100 μg/mL) promoted tight junction assembly and increased transepithelial electrical resistance (TEER). COS inhibited FITC-dextran flux in T84 cell monolayers at 2 h, 4 h, 6 h and 24 h post treatment. In addition, the effect of COS on TEER and FITC-dextran flux was abrogated by pre-incubation of wortmannin (2 μM), an AKT (protein kinase B) inhibitor, at 2 h and 4 h post treatment, indicating that COS-induced tight junction integrity was mediated at least in part by AKT activation. COS-induced TEER was amplified at 24 h and 48 h post treatment by pre-incubation with SC79 (2.5 μM), an AKT activator. Moreover, COS induced inhibition of extracellular signal-regulated kinase (ERK) in T84 cells. Wortmannin and SC79 pre-incubation promoted ERK activation and ERK inhibition, respectively, suggesting that COS-induced ERK inhibition was mediated by AKT. Collectively, this study reveals that COS promotes junction barrier integrity via regulating PI3K/AKT and ERK signaling intricate interplay in T84 cell monolayers. COS may be beneficial in promoting junction barrier in intestinal disorders.","fluidex; related topics, chemistry, Materials Science","Chemistry (all), Polymers and Plastics"
Fast scintillating Ce3+ doped gadolinium aluminum fluoroborate glass for calorimetry in proton CT prototype: A preliminary work,"Boontueng P., Ritjoho N., Wantana N., Limkitjaroenporn P., Kim H.J., Sanghangthum T., Chanlek N., Limphirat A., Yan Y., Kaewkhao J., Kobdaj C.",2023-04-01,"Ce 3+, Energy depositions, Fluoroborate glass, Gadolinia aluminum fluoroborate glass, Glass scintillator, Photoluminescence decay time, Property, Proton-induced luminescence, X-ray absorption near edge spectroscopy, X-ray-induced luminescence, Ce3+, Gadolinium aluminum fluoroborate glass, Proton-induced luminescence, X-ray-induced luminescence","In this work, Ce3+-doped gadolinium aluminum fluoroborate glass scintillators, 25Gd2O3-(65-x)B2O3–10AlF3-xCeF3, where, x = 0, 0.05, 0.1, 0.2, and, 0.3 mol%, were prepared and studied systematically for developing a proton calorimeter used in proton-computed tomography. Various properties of the prepared glass scintillators were evaluated through density, X-ray absorption near edge spectroscopy, transmittance, photoluminescence, decay time, X-ray-induced luminescence, and proton-induced luminescence measurements. The highest density of the fabricated glass scintillators reached 4.31 g/cm3. The X-ray-induced luminescence showed a broad emission band centered at approximately 400 nm, and the decay time was less than 30 ns. The glass scintillators were irradiated by a proton beam with a beam energy of 100–115 MeV. It was found that the glass scintillators emitted light at almost the same wavelength as that of the X-ray-induced luminescence. Moreover, the energy deposition inside the fabricated glass scintillators was simulated using GATE simulation and compared with the results obtained for proton-induced luminescence. The energy deposition obtained from the simulation showed the same trend as that for the fraction of light emitted from the proton irradiation measurement. Therefore, these fabricated glass scintillators can be used as calorimeter in medical physics and other applications related to proton or X-ray irradiation.","fluidex; related topics, physics","Radiation, Instrumentation"
Vericiguat preserved cardiac function and mitochondrial quality in a rat model of mitral regurgitation,"Jungtanasomboon P., Nussaro S., Winwan H., Suebthawinkul P., Boonpala P., Dong V.N.K., Saengklub N., Kumphune S., Panyasing Y., Kijtawornrat A.",2023-09-01,"Animals, Heart Failure, Heterocyclic Compounds, 2-Ring, Mitral Valve Insufficiency, Pyrimidines, Rats, Rats, Sprague-Dawley, Stroke Volume, Cardiac function, Mitochondrial quality, Mitral regurgitation, Nitric oxide, sGC stimulator, Vericiguat","Aims: New drugs for heart failure (HF) that target restoring the impaired NO-sGC-cGMP pathway are being developed. We aimed to investigate the effects of vericiguat, an sGC stimulator, on cardiac function, blood pressure (BP), cardiac mitochondrial quality, and cardiac fibrosis in rat models of chronic mitral regurgitation (MR). Materials and methods: We surgically induced MR in 20 Sprague-Dawley rats and performed sham procedures on 10 rats (negative control). Four weeks post-surgery, we randomly divided the MR rats into two groups: MR group and MR + vericiguat group. Vericiguat (0.5 mg/kg, PO) was administered once a day via oral gavage for 8 weeks, while the sham and MR groups received equivalent volumes of drinking water instead. We took echocardiography and BP measurements at baseline (4 weeks post-surgery) and at the end of study (8 weeks after treatment). At the study end, all rats were euthanized and their hearts were immediately collected, weighed, and used for histopathology and mitochondrial quality assessments. Key findings: Vericiguat preserved cardiac functions and structural remodeling in the MR rats, with significantly lower systolic BPs than baseline values (P < 0.05). Additionally, vericiguat significantly improved the mitochondrial quality by attenuating ROS production, depolarization and swelling when comparing the values in both groups (P < 0.05). The fibrosis area also significantly decreased in the MR + vericiguat group (P < 0.05). Significance: Vericiguat demonstrated cardioprotective effects on cardiac function, BP, and fibrosis by preserving mitochondrial quality in rats with HF due to MR.","biochemistryistry, pharmacology","Biochemistry, Genetics and Molecular Biology (all), Pharmacology, Toxicology and Pharmaceutics (all)"
