Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
Telomere Length Is Correlated with Resting Metabolic Rate and Aerobic Capacity in Women: A Cross-Sectional Study,"Nonsa-ard R., Aneknan P., Tong-un T., Honsawek S., Leelayuwat C., Leelayuwat N.",2022-11-01,"Basal Metabolism, Body Composition, Cross-Sectional Studies, Energy Intake, Female, Humans, Obesity, Telomere, high-sensitivity C-reactive protein, maximum oxygen consumption, metabolism, telomere length, vitamin C","This study investigated the associations between relative telomere length (RTL) and resting metabolic rate (RMR), resting fat oxidation (RFO), and aerobic capacity and whether oxidative stress and inflammation are the underlying mechanisms in sedentary women. We also aimed to determine whether the correlations depend on age and obesity. Sixty-eight normal weight and 66 obese women participated in this study. After adjustment for age, energy expenditure, energy intake, and education level, the RTL of all participants was negatively correlated with absolute RMR (RMRAB) and serum high-sensitivity C-reactive protein (hsCRP) concentration, and positively correlated with maximum oxygen consumption ((Formula presented.) O2max) (all p < 0.05). After additional adjustment for adiposity indices and fat-free mass (FFM), RTL was positively correlated with plasma vitamin C concentration (p < 0.05). Furthermore, after adjustment for fasting blood glucose concentration, RTL was negatively correlated with age and positively correlated with (Formula presented.) O2max (mL/kg FFM/min). We found that normal weight women had longer RTL than obese women (p < 0.001). We suggest that RTL is negatively correlated with RMRAB and positively correlated with aerobic capacity, possibly via antioxidant and anti-inflammatory mechanisms. Furthermore, age and obesity influenced the associations. We provide useful information for the management of promotion strategies for health-related physical fitness in women.","clinical and experimental biochemistryistryhemistry, coastal engineering, biochemistryistry, chemistry, computer science","Catalysis, Molecular Biology, Spectroscopy, Computer Science Applications, Physical and Theoretical Chemistry, Organic Chemistry, Inorganic Chemistry"
Effect of neonatal reticulocytosis on glucose 6-phosphate dehydrogenase (G6PD) activity and G6PD deficiency detection: a cross-sectional study,"Pimpakan T., Mungkalasut P., Tansakul P., Chanda M., Jugnam-Ang W., Charucharana S., Cheepsunthorn P., Fucharoen S., Punnahitananda S., Cheepsunthorn C.L.",2022-12-01,"Cross-Sectional Studies, Glucose, Glucosephosphate Dehydrogenase Deficiency, Humans, Infant, Newborn, Male, Phosphates, Reticulocytosis, Automated UV enzymatic method, G6PD deficiency, Quantitative method, Reticulocyte","Background: Screening for G6PD deficiency in newborns can help prevent severe hemolysis, hyperbilirubinemia, and bilirubin encephalopathy, as recommended by the World Health Organization (WHO). It has been speculated that the presence of a high number of reticulocytes in newborns interferes with the diagnosis of G6PD deficiency since reticulocytes contain higher amounts of G6PD enzyme than mature erythrocytes. Therefore, the purposes of this study were to assess the effect of reticulocytosis in the determination of blood G6PD activity in Thai newborns by using a novel automated UV-based enzymatic assay and to validate the performance of this assay for the detection of G6PD deficiency in newborn samples. Methods: The levels of reticulocytes and G6PD activity were measured in blood samples collected from 1,015 newborns. G6PD mutations were identified using TaqMan® SNP genotyping assay, PCR–restriction fragment length polymorphism (PCR–RFLP), and direct sequencing. The correlation between the levels of reticulocytes and G6PD activity was examined. The performance of the automated method was compared with that of the fluorescent spot test (FST) and the standard quantitative assay. Results: The automated assay detected G6PD deficiency in 6.5% of the total newborn subjects compared to 5.3% and 6.1% by the FST and the standard method, respectively. The minor allele frequencies (MAFs) of G6PD ViangchanG871A, G6PD MahidolG487A, and G6PD UnionC1360T were 0.066, 0.005, and 0.005, respectively. The reticulocyte counts in newborns with G6PD deficiency were significantly higher than those in normal male newborns (p < 0.001). Compared with normal newborns after controlling for thalassemias and hemoglobinopathies, G6PD-deficient patients with the G6PD ViangchanG871A mutation exhibited elevated reticulocyte counts (5.82 ± 1.73%, p < 0.001). In a group of G6PD normal newborns, the percentage of reticulocytes was positively correlated with G6PD activity (r = 0.327, p < 0.001). However, there was no correlation between G6PD activity and the levels of reticulocytes in subjects with G6PD deficiency (r = -0.019, p = 0.881). The level of agreement in the detection of G6PD deficiency was 0.999, while the area under the receiver operating characteristic (AUC) curve demonstrated that the automated method had 98.4% sensitivity, 99.5% specificity, 92.4% positive predictive value (PPV), 99.9% negative predictive value (NPV), and 99.4% accuracy. Conclusions: We report that reticulocytosis does not have a statistically significant effect on the detection of G6PD deficiency in newborns by both qualitative and quantitative methods.",medical,"Pediatrics, Perinatology and Child Health"
Heuristic-Based Usability Evaluation Tool for Android Applications for Senior Citizens,"Laokitpanich J., Senivongse T.",2022-12-19,"Android applications, Evaluation tool, Heuristic evaluation, Mobile applications, Senior citizens, Source codes, Usability, Usability design, Usability evaluation, User interface designs, Android applications, Senior citizens, Usability, User interface design","Heuristic evaluation is a method for evaluating the usability of user interface design. Evaluators inspect the user interface on each screen and compare it with usability design guidelines or heuristics whether there are any design violations. However, there may be many usability design guidelines and many screens to inspect, so design violations may be overlooked and not be detected accurately and completely regarding usability design guidelines. This research collects and improves the design guidelines for senior citizens to provide specific usability design guidelines for mobile applications for the seniors. The resulting guidelines are divided into 12 categories, with a total of 78 guidelines. Also, a usability evaluation tool has been developed for inspection of Android Applications source code based on 19 guidelines that can be automatically evaluated. In an experiment to evaluate usability of three Android Applications for the seniors against the 19 guidelines that can be automatically evaluated, it is found that the usability evaluation tool can identify design violations that are missed by the evaluators. Also, there are a small number of design violations that are missed by the tool due to the limitation of its source code inspection. In an experiment to evaluate time efficiency, it is found that the tool can help reduce evaluation time.","fluidex; related topics, computer science","Software, Human-Computer Interaction, Computer Vision and Pattern Recognition, Computer Networks and Communications"
Regulating solvation structure to stabilize zinc anode by fastening the free water molecules with an inorganic colloidal electrolyte,"Cao J., Zhang D., Yue Y., Chanajaree R., Wang S., Han J., Zhang X., Qin J., Huang Y.",2022-03-01,"Dendrite, Inorganic colloidal electrolyte, Inorganics, Ion batteries, Solvation structure, Water molecule, Zinc anodes, Zinc ions, Zinc-ion battery, Zn 2+, Dendrites, Inorganic colloidal electrolyte, Solvation structure, Zinc anode, Zinc-ion battery","The main obstacle for developing aqueous zinc-ion batteries (ZIBs) with long-term stability lies in the suppression of side reactions and zinc dendrites, which are derived from decomposition of active water molecules belonging to Zn2+ solvation layer in the electrolyte. Herein, an inorganic colloidal electrolyte composed of lithium magnesium silicate and zinc sulfate (LMS+ZSO) is utilized to improve the reversibility of Zn plating/stripping behavior for high-performance ZIBs. As revealed by the experimental and theoretical results, LMS's superior adsorption capacity for water molecules modulates the Zn2+ solvation structure via converting the free water molecules into adsorbed water of LMS and weakening the electrostatic coupling of anions and cations, thus restraining the corrosion, hydrogen evolution reaction and by-products. Concomitantly, the LMS lowers the energy barrier of de-solvation process to promote the Zn2+ ions transfer kinetics and induce the homogeneous deposition, thus inhibiting the dendrites formation. Consequently, the cycling stability of symmetric battery and zinc-based full battery are significantly boosted with LMS+ZSO electrolyte. This reasonable and effective strategy offers a promising prospect for developing long life ZIBs.","corrosion, energy, Materials Science, engineering","Renewable Energy, Sustainability and the Environment, Materials Science (all), Electrical and Electronic Engineering"
First observation of a quadruple asteroid: Detection of a third moon around (130) Elektra with SPHERE/IFS,"Berdeu A., Langlois M., Vachier F.",2022-02-01,"Asteroid: individual: (130) elektrum, Asteroid: individuals, High contrast, Instrumentation: adaptive optics, Instrumentation:high angular resolution, Method: numerical, Minor planets, Research facilities, Techniques: high angular resolutions, Techniques: image processing, Asteroids: individual: (130) Elektra, Instrumentation: adaptive optics, Instrumentation: high angular resolution, Methods: numerical, Minor planets, Techniques: high angular resolution, Techniques: image processing","Context. Extreme adaptive optics systems, such as the Spectro-Polarimetric High-contrast Exoplanet REsearch facility (SPHERE), push forward the limits in high contrast and high resolution in direct imaging. The main objectives of these instruments are exoplanet detection and characterisation. Aims. We aim to increase the contrast limits to detect new satellites orbiting known asteroids. We use cutting-edge data reduction techniques and data processing algorithms that are essential to best analyse the raw data provided by the instruments and increase their performances. Doing so, the unequalled performances of SPHERE also make it a unique tool to resolve and study asteroids in the solar system, expanding the domain of its main science targets. Methods. We applied a newly developed data reduction pipeline for integral field spectrographs on archival SPHERE data of a resolved asteroid, (130) Elektra. It was coupled with a dedicated point spread function reconstruction algorithm to model the asteroid halo. Following the halo removal, the moon signal could be extracted more accurately. The moon positions were fitted at three epochs and were used to derive the orbital parameters via a genetic-based algorithm. Results. We announce the discovery of S/2014 (130) 2, a third moon orbiting (130) Elektra, making it the first quadruple asteroid ever found. It is identified in three different epochs, 9, 30, and 31 Dec. 2014, at a respective angular separation of 258 mas (333 km), 229 mas (327 km), and 319 mas (457 km). We estimate that this moon has a period of 0.679 ± 0.001 day and a semi-major axis of 344 ± 5 km, with an eccentricity of 0.33 ± 0.05 and an inclination of 38° ±19° compared to the primary rotation axis. With a relative magnitude to the primary of 10.5 ± 0.5, its size is estimated to be 1.6 ± 0.4 km. Conclusions. The orbital parameters of S/2014 (130) 2 are poorly constrained due to the unfavourable configurations of the available fragmentary data. Additional observations are needed to better estimate its orbit and to suggest a formation model. This new detection nonetheless shows that dedicated data reduction and processing algorithms modelling the physics of the instruments can push their contrast limits further.","fluidex; related topics, physics, earth sciences","Astronomy and Astrophysics, Space and Planetary Science"
A DFT investigation of lithium adsorption on carbonaceous compounds as a potential anode material in lithium-ion batteries,"Ploysongsri N., Petchmark M., Kaewruksa B., Ruangpornvisuti V.",2022-10-05,"Anode material, Carbonaceous, Carbonaceous compounds, Cathode and anode, DFT method, Ion adsorption, Li +, Li and li+ adsorption, Li atoms, Li-ion battery cathode and anode, Carbonaceous, DFT method, energy storage, Li and Li+ adsorption, Li-ion battery cathode and anode, LIB","Li atom and Li+ ion adsorptions on carbonaceous compounds of four series i.e., C19H11 (denoted by R23), C25H13 (R34), C31H15 (R45), and C37H17 (R56), and derivatives were investigated using the B3LYP-D3/6–31+G(d,p) method. The thermodynamics of the Li atom and Li+ ion adsorptions on carbonaceous derivatives were obtained using frequency calculations at the same level of theory. The selectivity coefficients of Li in terms of the Li/Li+suggested that R23U, R45U derivatives and their single and double C-vacancy such as [R23U+VC]566, [R45U+VC]65,666, [R45U+2VC]56,566 and [R45U+2VC]56,656 could be used as an anion in a Li-ion battery (LIB) but single C-vacancy defect R56U in form of [R56U+VC]566,666 could be used as the cathode in LIB. The Li/[R23U+VC]566 derivative was suggested to be used as sensing materials for the electrical conductivity measurement of Li atoms.","mixing and separation, chemistry","Analytical Chemistry, Spectroscopy, Organic Chemistry, Inorganic Chemistry"
"Third-line antiretroviral therapy, including raltegravir (RAL), darunavir (DRV/r) and/or etravirine (ETR), is well tolerated and achieves durable virologic suppression over 144 weeks in resource-limited settings: ACTG A5288 strategy trial","Avihingsanon A., Hughes M.D., Salata R., Godfrey C., McCarthy C., Mugyenyi P., Hogg E., Gross R., Cardoso S.W., Bukuru A., Makanga M., Badal-aesen S., Mave V., Ndege B.W., Fontain S.N., Samaneka W., Secours R., Van Schalkwyk M., Mngqibisa R., Mohapi L., Valencia J., Sugandhavesa P., Montalban E., Munyanga C., Chagomerana M., Santos B.R., Kumarasamy N., Kanyama C., Schooley R.T., Mellors J.W., Wallis C.L., Collier A.C., Grinsztejn B.",2022-06-01,"Anti-HIV Agents, Anti-Retroviral Agents, Darunavir, Female, HIV Infections, HIV Protease Inhibitors, HIV-1, Humans, Male, Nitriles, Pyrimidines, Raltegravir Potassium, Ritonavir, RNA, Viral Load, 144 weeks efficacy, A5288, darunavir, drug resistance, LMIC, third-line ART","Introduction: ACTG A5288 was a strategy trial conducted in diverse populations from multiple continents of people living with HIV (PLWH) failing second-line protease inhibitor (PI)-based antiretroviral therapy (ART) from 10 low- and middle-income countries (LMICs). Participants resistant to lopinavir (LPV) and/or multiple nucleotide reverse transcriptase inhibitors started on third-line regimens that included raltegravir (RAL), darunavir/ritonavir (DRV/r) and/or etravirine (ETR) according to their resistance profiles. At 48 weeks, 87% of these participants achieved HIV-1 RNA ≤200 copies/ml. We report here long-term outcomes over 144 weeks. Methods: Study participants were enrolled from 2013 to 2015, prior to the availability of dolutegravir in LMICs. “Extended Follow-up” of the study started after the last participant enrolled had reached 48 weeks and included participants still on antiretroviral (ARV) regimens containing RAL, DRV/r and/or ETR at that time. RAL, DRV/r and ETR were provided for an additional 96 weeks (giving total follow-up of ≥144 weeks), with HIV-1 RNA measured at 48 and 96 weeks and CD4 count at 96 weeks after entry into Extended Follow-up. Proportion of participants with HIV-1 RNA ≤200 copies/ml was estimated every 24 weeks, using imputation if necessary to handle the different measurement schedule in Extended Follow-up; mean CD4 count changes were estimated using loess regression. Results and Discussion: Of 257 participants (38% females), at study entry, median CD4 count was 179 cells/mm3, and HIV-1 RNA was 4.6 log10 copies/ml. Median follow-up was 168 weeks (IQR: 156–204); 15 (6%) participants were lost to follow-up and 9 (4%) died. 27/246 (11%), 26/246 (11%) and 13/92 (14%) of participants who started RAL, DRV/r and ETR, respectively, discontinued these drugs; only three due to adverse events. 87%, 86%, 83% and 80% of the participants had HIV-1 RNA ≤200 copies/ml at weeks 48, 96, 144 and 168 (95% CI at week 168: 74–85%), respectively. Mean increase from study entry in CD4 count at week 168 was 265 cells/mm3 (95% CI 247–283). Conclusions: Third-line regimens comprising of RAL, DRV/r and/or ETR were very well tolerated and had high rates of durable virologic suppression among PLWH in LMICs who were failing on second-line PI-based ART prior to the availability of dolutegravir.",medical,"Public Health, Environmental and Occupational Health, Infectious Diseases"
"Evaluation of drug information from carton boxes, leaflets and pharmacy personnel: situation analysis in Myanmar","Win Z.N., Anantachoti P.",2022-01-01,"Humans, Myanmar, Pharmaceutical Preparations, Pharmaceutical Services, Pharmacies, Pharmacy, community pharmacies, drug information provision, Myanmar consumers, simulated patient method","Objective: This study assessed how Myanmar consumers received drug information from the drug products and dispensers of community pharmacies. Methods: Content analysis was used to evaluate drug information attached to 3 drug categories of 30 drug samples, and simulated patient studies at 247 pharmacies of selected townships in Yangon region were performed. Descriptive statistics and independent t-test were used for data analysis. Key findings: Among 30 proxy drug products, more than 80% provided information in English language both on the carton boxes and on leaflets. About 86.7% of leaflets were intended only for healthcare professional uses and not understandable for lay consumers. The simulated patient study found that overall drug information provided by dispensers was limited as confirmed by information providing mean score of 4.25 ± 2.06 out of a total of 18 points. Many other important information items such as drug name, concomitant drugs use, common side effects and when to stop taking medicine were rarely provided. None of the simulated patients received carton box or leaflet. Conclusions: This study proved that Myanmar consumers did not receive enough drug information from both the products and dispensers, and thus the provision of understandable drug information for patients is required to improve patients' safe use of medications.","public Health Professionsth, sociologyal medicalcine and epidemiology, Health Professions, pharmacology, medical","Pharmacy, Pharmaceutical Science, Health Policy, Public Health, Environmental and Occupational Health"
The secondary outcome of public health measures amidst the COVID-19 pandemic in the spread of other respiratory infectious diseases in Thailand,"Ndeh N.T., Tesfaldet Y.T., Budnard J., Chuaicharoen P.",2022-07-01,"Communicable Diseases, COVID-19, Humans, Influenza, Human, Measles, Pandemics, Public Health, Retrospective Studies, SARS-CoV-2, Scarlet Fever, Thailand, Whooping Cough, COVID-19, Incidence, Public health measures, Respiratory infectious diseases, SARIMA","The coronavirus disease 2019 (COVID-19) has promoted stringent public health measures such as hand hygiene, face mask wearing, and physical distancing to contain the spread of the viral infection. In this retrospective study, the secondary outcomes of those public health measures on containing other respiratory infections among the Thai population were investigated. Hospitalization data spanning from 2016 to 2021 of six respiratory infectious diseases, namely influenza, measles, pertussis, pneumonia, scarlet fever, and tuberculosis (TB), were examined. First, the expected respiratory infectious cases where no public health measures are in place are estimated using the seasonal autoregressive integrated moving average (SARIMA) model. Then the expected number of cases and the observed cases were compared. The results showed a significant drop in the incidence of respiratory infectious diseases by an average of 61%. The reduction in hospitalization is significant for influenza, measles, pertussis, pneumonia, and scarlet fever (p < 0.05), while insignificant for TB (p = 0.54). The notable decrease in the incidence of cases is ascribed to the implementation of public health measures that minimized the opportunity for spread of disease. This decline in cases following relaxation of pandemic countermeasure is contingent on its scope and nature, and it is proof that selective physical distancing, hand hygiene, and use of face masks in public places is a viable route for mitigating respiratory morbidities.",medical,"Public Health, Environmental and Occupational Health, Infectious Diseases"
Experiment of a Phase-Gradient Metasurface Reflector for Millimeter Wave and 5G Applications,"Chaimool S., Rakluea C., Sangmahamad P., Zhao Y., Worapishet A., Akkaraekthalin P.",2022-01-01,"Beam widths, Ground planes, Metallic patches, Metasurface, Network applications, Nonline of sight, Phase gradient, Received signal strength, Square rings, 5G, Metasurface, millimeter wave, phase gradient, reflector","In this work, we propose a phase-gradient metasurface reflector for millimeter wave (mmWave) and the fifth generation (5G) mobile network applications. The proposed metasurface is composed of periodically arranged metallic patches loaded with square rings, backed by a ground plane. Numerical simulations and experiments are conducted to validate the designed metasurface reflector, and results show that the RCS and beamwidth are considerably affected by the overall size of the reflector, and in situations when the receiver is in non-line-of-sight (NLOS) with the transmitter, the metasurface reflector can improve the received signal strength by more than 10 dB.","fluidex; related topics, computer science, Materials Science, physics","Computer Networks and Communications, Electronic, Optical and Magnetic Materials, Instrumentation, Radiation"
