Title,Source,Link,Authors,Abstract,Publication Date,Keywords,Subject Area
Analysis of METTL14 expression in pancreatic cancer and adjacent tissues and its prognostic value for patient outcomes,Clinical and Experimental Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209480287,Meng S.,,2025-12-01,,radiology
Enhancing Male Fertility Through AI-Based Management of Varicoceles,Current Urology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209475899,Huang Z.,,2025-12-01,,radiology
"Retraction Note: Factors to Improve Endoscopic Screening for Colorectal Cancer (Journal of Gastrointestinal Cancer, (2021), 52, 1, (289-293), 10.1007/s12029-020-00402-2)",Journal of Gastrointestinal Cancer,https://api.elsevier.com/content/abstract/scopus_id/85209474285,Malgazhdarov M.S.,,2025-12-01,,radiology
"Artificial Intelligence for Clinical Management of Male Infertility, a Scoping Review",Current Urology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209474210,Naik N.,,2025-12-01,,radiology
"Correction to: DIAPH1-Deficiency is Associated with Major T, NK and ILC Defects in Humans (Journal of Clinical Immunology, (2024), 44, 8, (175), 10.1007/s10875-024-01777-8)",Journal of Clinical Immunology,https://api.elsevier.com/content/abstract/scopus_id/85209382979,Azizoglu Z.B.,,2025-12-01,,radiology
Abnormal patella height may be an independent risk factor in meniscal tears: a retrospective study in paediatric patients,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209369941,Vampertzis T.,,2025-12-01,,radiology
A Hypoxia-Inflammation Cycle and Multiple Sclerosis: Mechanisms and Therapeutic Implications,Current Treatment Options in Neurology,https://api.elsevier.com/content/abstract/scopus_id/85209360435,Soroush A.,,2025-12-01,,radiology
Post-Pulmonary Embolism Syndrome: Clinical Challenges and Management Strategies,Current Treatment Options in Cardiovascular Medicine,https://api.elsevier.com/content/abstract/scopus_id/85210093765,Rosenzveig A.,,2025-12-01,,nuclear medicine
Mast Cells and Mas-related G Protein-coupled Receptor X2: Itching for Novel Pathophysiological Insights to Clinical Relevance,Current Allergy and Asthma Reports,https://api.elsevier.com/content/abstract/scopus_id/85210090744,Castells M.,,2025-12-01,,nuclear medicine
Association between condylar surface computed tomography values in the coronal plane and temporomandibular joint disc position in jaw deformity patients: a retrospective study,Oral and Maxillofacial Surgery,https://api.elsevier.com/content/abstract/scopus_id/85209785230,Ueki K.,,2025-12-01,,nuclear medicine
Development of hepatocellular carcinoma organoid model recapitulating HIF-1A metabolic signature,Clinical and Experimental Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209762000,Khedr M.A.,,2025-12-01,,nuclear medicine
Keratinocytes – Amplifiers of Immune Responses in Systemic Lupus Erythematosus,Current Rheumatology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209734725,Klein B.,,2025-12-01,,nuclear medicine
Diagnosis and evaluation of cervical ossification of the posterior longitudinal ligament on Zero-Echo Time Magnetic Resonance Imaging: an illustrative case series,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209733772,Caffard T.,,2025-12-01,,nuclear medicine
The Spectrum of Movement Disorders Associated with Systemic Lupus Erythematosus,Current Neurology and Neuroscience Reports,https://api.elsevier.com/content/abstract/scopus_id/85209717846,Brooker S.M.,,2025-12-01,,nuclear medicine
Exploring STK3 in melanoma: a systematic review of signaling networks and therapeutic opportunities,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209716403,Khanahmadi M.,,2025-12-01,,nuclear medicine
Remote limb ischemic pre-conditioning prevents renal Ischemia/reperfusion injury in rats by modulating oxidative stress and TNF-α/NF-κB/TGF-/βapelin signaling pathway,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209706367,Gholampour F.,,2025-12-01,,nuclear medicine
"Advanced Imaging Modalities in Cardiotoxicity: The Roles of Cardiac CT, MRI, and PET in Cardio-oncology",Current Treatment Options in Cardiovascular Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209695755,Arbune A.,,2025-12-01,,nuclear medicine
Characterization of primary cilia in different epithelial cells of thyroid gland,Histochemistry and Cell Biology,https://api.elsevier.com/content/abstract/scopus_id/85209596702,Pérez-Fernández B.,,2025-12-01,,nuclear medicine
Expanding the Spectrum of Immune Abnormalities in VICI Syndrome,Journal of Clinical Immunology,https://api.elsevier.com/content/abstract/scopus_id/85209583583,Frost E.L.,,2025-12-01,,nuclear medicine
Mechanisms of S-phase arrest and mitochondrial dysfunction in complex III by DHODH inhibitors in tumorigenic TNBC cells,Histochemistry and Cell Biology,https://api.elsevier.com/content/abstract/scopus_id/85209567633,Shahhiran M.A.A.,,2025-12-01,,nuclear medicine
Analysis of METTL14 expression in pancreatic cancer and adjacent tissues and its prognostic value for patient outcomes,Clinical and Experimental Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209480287,Meng S.,,2025-12-01,,nuclear medicine
The Development of Epilepsy Following CNS Viral Infections: Mechanisms,Current Neurology and Neuroscience Reports,https://api.elsevier.com/content/abstract/scopus_id/85209380823,Savoca G.,,2025-12-01,,nuclear medicine
Abnormal patella height may be an independent risk factor in meniscal tears: a retrospective study in paediatric patients,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209369941,Vampertzis T.,,2025-12-01,,nuclear medicine
A Hypoxia-Inflammation Cycle and Multiple Sclerosis: Mechanisms and Therapeutic Implications,Current Treatment Options in Neurology,https://api.elsevier.com/content/abstract/scopus_id/85209360435,Soroush A.,,2025-12-01,,nuclear medicine
"Synthesis, antimicrobial and antioxidant activity evaluation, DFT-calculation, and docking studies of 3-aryl-5,6-dihydroimidazo[2,1-b][1,3]thiazoles",Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210103684,Zhylko V.,,2025-12-01,,food science
Study of the chemical content of organic extracts of the Syrian plant Artemisia herba-alba using GC-MS technology,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210102211,Khdera H.A.,,2025-12-01,,food science
The quantum chemical study of the reaction between chlorocarbonylsulfenyl chloride and benzamide,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210098094,Jalil Z.,,2025-12-01,,food science
Role of Chemokines and Cytokines in Prostate Cancer Skeletal Metastasis,Current Osteoporosis Reports,https://api.elsevier.com/content/abstract/scopus_id/85210097365,Shiozawa Y.,,2025-12-01,,food science
"Impact of average rainfall and the COVID-19 lockdown on the abundance and nesting habits of the Asian openbill stork (Anastomus oscitans, Boddaert)",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85210092934,Mahanty S.,,2025-12-01,,food science
"Associations Among Estrogens, the Gut Microbiome and Osteoporosis",Current Osteoporosis Reports,https://api.elsevier.com/content/abstract/scopus_id/85210091215,Kverka M.,,2025-12-01,,food science
Integrated computer aided methods to designing potent α-Glucosidase inhibitors based on quinoline scaffold derivatives,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210088632,Khaldan A.,,2025-12-01,,food science
Advanced quantum and docking studies on the [3+2] cycloaddition of nitrile oxide with 1-Methyl-4-(Prop-1-en-2-yl)Cyclohex-1-ene: Exploring mechanisms and ADME properties,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210086953,Ryachi K.,,2025-12-01,,food science
Enhancing Surface Properties of Circular Carbon Biochar Derived from Spent Coffee Beans Through ZnCl<inf>2</inf>/KOH Activation,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210082609,D G.,,2025-12-01,,food science
Glutathione S-transferase TcGSTu1 contributes to defense against eucalyptol in Tribolium castaneum,Genetica,https://api.elsevier.com/content/abstract/scopus_id/85210030557,Gao S.,,2025-12-01,,food science
Avian-lizard saurophagy: an unusual predatory behaviour of the Southern House Wren in an urban area of the Brazilian Cerrado,Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209804544,Oda F.H.,,2025-12-01,,food science
Showy birds on attractive food sources: rainbow lorikeets and their plant-related functions at a residential area in South-eastern Australia,Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209793387,Sazima M.,,2025-12-01,,food science
Competences that affect the gastronomic entrepreneur for a proper business management,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209790662,Yábar D.C.P.B.,,2025-12-01,,food science
Unpacking the drivers of the socio-environmental sustainability of new ventures: insights from innovative digital start-ups in Italy,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209775477,Mazzoni L.,,2025-12-01,,food science
The emerging roles of neuroactive components produced by gut microbiota,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209745879,Dezfouli M.A.,,2025-12-01,,food science
Women’s entrepreneurial identity: Insights from agriculturally intensive small island economy,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209742312,Dimick V.,,2025-12-01,,food science
Mechanisms of S-phase arrest and mitochondrial dysfunction in complex III by DHODH inhibitors in tumorigenic TNBC cells,Histochemistry and Cell Biology,https://api.elsevier.com/content/abstract/scopus_id/85209567633,Shahhiran M.A.A.,,2025-12-01,,mutagenesis
Cancer Trends in Inborn Errors of Immunity: A Systematic Review and Meta-Analysis,Journal of Clinical Immunology,https://api.elsevier.com/content/abstract/scopus_id/85208082272,Fekrvand S.,,2025-12-01,,mutagenesis
Haplotypes Differences in Growth Regulating Factor 4 (GRF4) for Yield and Biomass Traits in Rice (Oryza sativa L.),Tropical Plant Biology,https://api.elsevier.com/content/abstract/scopus_id/85207821906,Sahoo R.K.,,2025-12-01,,mutagenesis
Nano-Fertilizers (NFs) for Resurgence in Nutrient Use Efficiency (NUE): a Sustainable Agricultural Strategy,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85206262596,Pudhuvai B.,,2025-12-01,,mutagenesis
Eukaryotic Translation Initiation Factor 6 links Calcium signaling with ribosome biogenesis and a complex ribosomopathy,Chemical Biology Letters,https://api.elsevier.com/content/abstract/scopus_id/85209074994,Biswas A.,,2025-11-01,,mutagenesis
Enhanced Cr(VI) and nitrate reduction using rGO/nZVI coupled hydrogen autotrophs under weak magnetic field: Performance and mechanisms,Separation and Purification Technology,https://api.elsevier.com/content/abstract/scopus_id/85209397764,Chi Z.,,2025-06-22,,mutagenesis
Perylene diimide-based hyper-cross-linked polymers for visible-light-driven selective organic sulfide oxidation,Separation and Purification Technology,https://api.elsevier.com/content/abstract/scopus_id/85209082628,Zhao Z.Y.,,2025-06-22,,mutagenesis
"Yunnan edible flowers and their potential in future foods: focus on ethnological applications, chemical and pharmacological research",Journal of Future Foods,https://api.elsevier.com/content/abstract/scopus_id/85198597556,Wen H.,,2025-06-01,,mutagenesis
Correlation of volatile organic chemical exposure with uric acid metabolism among US population: A cross-sectional study from NHANES program,Journal of Environmental Sciences (China),https://api.elsevier.com/content/abstract/scopus_id/85196530884,Wang Y.,,2025-06-01,,mutagenesis
Magnetic iron oxide nanoparticles: An emerging threat for the environment and human health,Journal of Environmental Sciences (China),https://api.elsevier.com/content/abstract/scopus_id/85193522032,Yang H.,,2025-06-01,,mutagenesis
Research progress and application of carbon sequestration in industrial flue gas by microalgae: A review,Journal of Environmental Sciences (China),https://api.elsevier.com/content/abstract/scopus_id/85192831092,Wang R.,,2025-06-01,,mutagenesis
Expanding the sequence spaces of synthetic binding protein using deep learning-based framework ProteinMPNN,Frontiers of Computer Science,https://api.elsevier.com/content/abstract/scopus_id/85209766314,Li Y.,,2025-05-01,,mutagenesis
Scientific literature on Conjugated Linoleic Acid (CLA) research in ruminant products: A bibliometric study of evolution and current trends,Veterinary Integrative Sciences,https://api.elsevier.com/content/abstract/scopus_id/85200795109,Fitriyah N.S.,,2025-05-01,,mutagenesis
Molecular Docking of Phytochemicals from M. Charantia Targeting SARS-CoV-2 Main Protease,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85197311328,Rozani N.H.A.,,2025-05-01,,mutagenesis
"Gene Expression of Oxidative/Antioxidative Markers, VDR, CAMK4 and Ceruloplasmin in Baladi Sheep a with Minerals Deficiency",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195780566,Emam R.R.,,2025-05-01,,mutagenesis
Foliar-applied zinc promotes cadmium allocation from leaf surfaces to grains in rice,Journal of Environmental Sciences (China),https://api.elsevier.com/content/abstract/scopus_id/85192218756,Liu Y.T.,,2025-05-01,,mutagenesis
"The role of mir-7-5p in cancer: function, prognosis, diagnosis, and therapeutic implications",Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85210085526,Mirzaei Z.,,2025-12-01,,gastroenterology
Sex Differences in Metabolic Disorders of Aging and Obesity in People with HIV,Current HIV/AIDS Reports,https://api.elsevier.com/content/abstract/scopus_id/85210081969,Alvarez J.A.,,2025-12-01,,gastroenterology
Rectal Prolapse in the Pediatric Population,Current Gastroenterology Reports,https://api.elsevier.com/content/abstract/scopus_id/85210000399,Moon J.K.,,2025-12-01,,gastroenterology
Initial Application of Fluorescence Imaging for Intraoperative Localization of Small Neuroendocrine Tumors in the Pancreas: Case Report and Review of the Literature,Journal of Gastrointestinal Cancer,https://api.elsevier.com/content/abstract/scopus_id/85209823565,Xi S.,,2025-12-01,,gastroenterology
Development of hepatocellular carcinoma organoid model recapitulating HIF-1A metabolic signature,Clinical and Experimental Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209762000,Khedr M.A.,,2025-12-01,,gastroenterology
The emerging roles of neuroactive components produced by gut microbiota,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209745879,Dezfouli M.A.,,2025-12-01,,gastroenterology
Preoperative anorectal manometry as a predictor of function after ileal pouch anal anastomosis: a systematic review and meta-analysis,Techniques in Coloproctology,https://api.elsevier.com/content/abstract/scopus_id/85209742093,Stephens I.J.B.,,2025-12-01,,gastroenterology
Total colonic aganglionosis: management and long-term outcomes at a referral centre,Pediatric Surgery International,https://api.elsevier.com/content/abstract/scopus_id/85209738692,Hegde S.G.,,2025-12-01,,gastroenterology
2q33 Deletions Underlying Syndromic and Non-syndromic CTLA4 Deficiency,Journal of Clinical Immunology,https://api.elsevier.com/content/abstract/scopus_id/85209708410,Brakta C.,,2025-12-01,,gastroenterology
Role of mucosal IgA antibodies as novel therapies to enhance mucosal barriers,Seminars in Immunopathology,https://api.elsevier.com/content/abstract/scopus_id/85209696201,Gao P.,,2025-12-01,,gastroenterology
Anaplastic thyroid carcinoma: vimentin segregates at the invasive front of tumors in a murine xenograft model,Histochemistry and Cell Biology,https://api.elsevier.com/content/abstract/scopus_id/85209577916,Miraglia A.,,2025-12-01,,gastroenterology
Current Review of Comorbidities in Chronic Rhinosinusitis,Current Allergy and Asthma Reports,https://api.elsevier.com/content/abstract/scopus_id/85209549146,Choi A.,,2025-12-01,,gastroenterology
"The Effect of Vitamin D Supplementation on Quality of Life in Stage II–III Colorectal Cancer Patients Undergoing Adjuvant Chemotherapy: A Single-Blind, Randomized Controlled Trial",Journal of Gastrointestinal Cancer,https://api.elsevier.com/content/abstract/scopus_id/85209549048,Perinandika T.,,2025-12-01,,gastroenterology
"Expression of Salivary miRNAs, Clinical, and Demographic Features in the Early Detection of Gastric Cancer: A Statistical and Machine Learning Analysis",Journal of Gastrointestinal Cancer,https://api.elsevier.com/content/abstract/scopus_id/85209484066,Koopaie M.,,2025-12-01,,gastroenterology
Comment to: the impact of simultaneous panniculectomy in ventral hernia repair,Hernia,https://api.elsevier.com/content/abstract/scopus_id/85209475322,Pandita A.,,2025-12-01,,gastroenterology
Single-port robotic versus single-incision laparoscopic cholecystectomy in patients with BMI ≥ 25 kg/m<sup>2</sup>: a systematic review and meta-analysis,Journal of Robotic Surgery,https://api.elsevier.com/content/abstract/scopus_id/85209393293,Kossenas K.,,2025-12-01,,gastroenterology
Therapeutic effect of total glucosides of paeony on IgA vasculitis nephritis: progress and prospects,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85210100638,Wang Z.,,2025-12-01,,health
The quantum chemical study of the reaction between chlorocarbonylsulfenyl chloride and benzamide,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210098094,Jalil Z.,,2025-12-01,,health
Role of Chemokines and Cytokines in Prostate Cancer Skeletal Metastasis,Current Osteoporosis Reports,https://api.elsevier.com/content/abstract/scopus_id/85210097365,Shiozawa Y.,,2025-12-01,,health
Post-Pulmonary Embolism Syndrome: Clinical Challenges and Management Strategies,Current Treatment Options in Cardiovascular Medicine,https://api.elsevier.com/content/abstract/scopus_id/85210093765,Rosenzveig A.,,2025-12-01,,health
Surgeons’ perspective on the use of carbon fibre plates for extremity fracture fixation,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85210092409,Shiers-Gelalis F.,,2025-12-01,,health
"Associations Among Estrogens, the Gut Microbiome and Osteoporosis",Current Osteoporosis Reports,https://api.elsevier.com/content/abstract/scopus_id/85210091215,Kverka M.,,2025-12-01,,health
Mast Cells and Mas-related G Protein-coupled Receptor X2: Itching for Novel Pathophysiological Insights to Clinical Relevance,Current Allergy and Asthma Reports,https://api.elsevier.com/content/abstract/scopus_id/85210090744,Castells M.,,2025-12-01,,health
Advancing personalized healthcare: leveraging explainable AI for BPPV risk assessment,Health Information Science and Systems,https://api.elsevier.com/content/abstract/scopus_id/85210090579,Khani M.,,2025-12-01,,health
Integrated computer aided methods to designing potent α-Glucosidase inhibitors based on quinoline scaffold derivatives,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210088632,Khaldan A.,,2025-12-01,,health
Advanced quantum and docking studies on the [3+2] cycloaddition of nitrile oxide with 1-Methyl-4-(Prop-1-en-2-yl)Cyclohex-1-ene: Exploring mechanisms and ADME properties,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210086953,Ryachi K.,,2025-12-01,,health
Inborn Error of WAS Presenting with SARS-CoV-2-Related Multisystem Inflammatory Syndrome in Children,Journal of Clinical Immunology,https://api.elsevier.com/content/abstract/scopus_id/85210086890,Drago E.,,2025-12-01,,health
Molecular analysis of mucopolysaccharidosis type VI in Iranian patients; the influence of founder effect and consanguinity,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85210086154,Askarizadeh A.,,2025-12-01,,health
Association between nighttime/weekend visits and patient outcomes in children with blunt liver and spleen injuries,Pediatric Surgery International,https://api.elsevier.com/content/abstract/scopus_id/85210084720,Funakoshi H.,,2025-12-01,,health
Enhancing Surface Properties of Circular Carbon Biochar Derived from Spent Coffee Beans Through ZnCl<inf>2</inf>/KOH Activation,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210082609,D G.,,2025-12-01,,health
Sex Differences in Metabolic Disorders of Aging and Obesity in People with HIV,Current HIV/AIDS Reports,https://api.elsevier.com/content/abstract/scopus_id/85210081969,Alvarez J.A.,,2025-12-01,,health
Understanding pathophysiology in fragile X syndrome: a comprehensive review,Neurogenetics,https://api.elsevier.com/content/abstract/scopus_id/85210077932,Juárez J.C.C.,,2025-12-01,,health
"Structural, electronic, and spectroscopic properties of oxadiazole isomers in the light of DFT computational study",Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210102987,Oulhaj O.,,2025-12-01,,physics
"Effects of transmission pathways, immunological thresholds, and long-distance dispersal on infectious spread: chronic wasting disease case study",Theoretical Ecology,https://api.elsevier.com/content/abstract/scopus_id/85210102813,McClure W.J.,,2025-12-01,,physics
Promoter recognition specificity of Corynebacterium glutamicum stress response sigma factors σ<sup>D</sup> and σ<sup>H</sup> deciphered using computer modeling and point mutagenesis,Journal of Computer-Aided Molecular Design,https://api.elsevier.com/content/abstract/scopus_id/85210099230,Blumenstein J.,,2025-12-01,,physics
The quantum chemical study of the reaction between chlorocarbonylsulfenyl chloride and benzamide,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210098094,Jalil Z.,,2025-12-01,,physics
Experimental and theoretical correlations in (Z)-C-aryl-N-methylnitrones,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210097546,Kula K.,,2025-12-01,,physics
Role of Chemokines and Cytokines in Prostate Cancer Skeletal Metastasis,Current Osteoporosis Reports,https://api.elsevier.com/content/abstract/scopus_id/85210097365,Shiozawa Y.,,2025-12-01,,physics
Numerical analysis of bioconvective heat transport through Casson nanofluid over a thin needle,Journal of Biological Physics,https://api.elsevier.com/content/abstract/scopus_id/85210095821,Jena S.,,2025-12-01,,physics
"Impact of average rainfall and the COVID-19 lockdown on the abundance and nesting habits of the Asian openbill stork (Anastomus oscitans, Boddaert)",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85210092934,Mahanty S.,,2025-12-01,,physics
Advances in Primary Central Nervous System Lymphoma,Current Neurology and Neuroscience Reports,https://api.elsevier.com/content/abstract/scopus_id/85210092297,Therkelsen K.E.,,2025-12-01,,physics
Integrated computer aided methods to designing potent α-Glucosidase inhibitors based on quinoline scaffold derivatives,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210088632,Khaldan A.,,2025-12-01,,physics
Advanced quantum and docking studies on the [3+2] cycloaddition of nitrile oxide with 1-Methyl-4-(Prop-1-en-2-yl)Cyclohex-1-ene: Exploring mechanisms and ADME properties,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210086953,Ryachi K.,,2025-12-01,,physics
Second-order nonlocal shifts of scattered wave-packets: What can be measured by Goos–Hänchen and Imbert–Fedorov effects?,Reviews in Physics,https://api.elsevier.com/content/abstract/scopus_id/85210083000,Morawetz K.,,2025-12-01,,physics
Enhancing Surface Properties of Circular Carbon Biochar Derived from Spent Coffee Beans Through ZnCl<inf>2</inf>/KOH Activation,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210082609,D G.,,2025-12-01,,physics
"Regioselectivity study of 1,3-dipolar cycloaddition of 2-azido-N-(4-diazenylphenyl)acetamide with terminal alkyne through DFT analysis",Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210081337,Zaki K.,,2025-12-01,,physics
Design of news sentiment classification and recommendation system based on multi-model fusion and text similarity,International Journal of Cognitive Computing in Engineering,https://api.elsevier.com/content/abstract/scopus_id/85209877149,Xi Q.,,2025-12-01,,physics
Fostering Entrepreneurial intentions: exploring the interplay of education and endogenous factors,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209820540,Kariv D.,,2025-12-01,,physics
The emerging roles of neuroactive components produced by gut microbiota,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209745879,Dezfouli M.A.,,2025-12-01,,biological psychiatry
The Ketogenic Diet as a Transdiagnostic Treatment for Neuropsychiatric Disorders: Mechanisms and Clinical Outcomes,Current Treatment Options in Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/85209736094,Anderson J.,,2025-12-01,,biological psychiatry
Correlations between lichen planus and autoimmune diseases: a Mendelian randomization study,Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209715520,Long X.,,2025-12-01,,biological psychiatry
Apraxia: From Neuroanatomical Pathways to Clinical Manifestations,Current Neurology and Neuroscience Reports,https://api.elsevier.com/content/abstract/scopus_id/85209396228,Stoll S.,,2025-12-01,,biological psychiatry
"Potentially traumatic events, posttraumatic stress symptoms, and skin-related quality of life among adults with self-reported skin disease symptoms",Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209382852,Strange T.A.,,2025-12-01,,biological psychiatry
The Development of Epilepsy Following CNS Viral Infections: Mechanisms,Current Neurology and Neuroscience Reports,https://api.elsevier.com/content/abstract/scopus_id/85209380823,Savoca G.,,2025-12-01,,biological psychiatry
A Hypoxia-Inflammation Cycle and Multiple Sclerosis: Mechanisms and Therapeutic Implications,Current Treatment Options in Neurology,https://api.elsevier.com/content/abstract/scopus_id/85209360435,Soroush A.,,2025-12-01,,biological psychiatry
The Interaction Between Attention Deficit and Hyperactivity Disorder and Nutrition,Current Nutrition Reports,https://api.elsevier.com/content/abstract/scopus_id/85209089441,Kilic E.B.,,2025-12-01,,biological psychiatry
Flexible Graphene Field-Effect Transistors and Their Application in Flexible Biomedical Sensing,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206070184,Sun M.,,2025-12-01,,biological psychiatry
Association between particulate matter exposure and acute ischemic stroke admissions in less-polluted areas: a time-series study using a distributed lag nonlinear model,Journal of Environmental Health Science and Engineering,https://api.elsevier.com/content/abstract/scopus_id/85209399198,Song X.,,2025-06-01,,biological psychiatry
Technology Support for Health-Promoting Lifestyle: Development and Testing,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85200393109,Ruhayati Y.,,2025-06-01,,biological psychiatry
"Application of machine learning in drug side effect prediction: databases, methods, and challenges",Frontiers of Computer Science,https://api.elsevier.com/content/abstract/scopus_id/85209709696,Zhao H.,,2025-05-01,,biological psychiatry
The impact of chronic diseases on all-cause mortality in Spain: A population-based cohort study,Atencion Primaria,https://api.elsevier.com/content/abstract/scopus_id/85208569437,Caride-Miana E.,,2025-05-01,,biological psychiatry
Evaluating probiotic properties of gut microflora for gut modulation as an adjuvant therapy for Parkinson's disease,Journal of Future Foods,https://api.elsevier.com/content/abstract/scopus_id/85204717735,Patel N.J.,,2025-05-01,,biological psychiatry
Scientific literature on Conjugated Linoleic Acid (CLA) research in ruminant products: A bibliometric study of evolution and current trends,Veterinary Integrative Sciences,https://api.elsevier.com/content/abstract/scopus_id/85200795109,Fitriyah N.S.,,2025-05-01,,biological psychiatry
"Gene Expression of Oxidative/Antioxidative Markers, VDR, CAMK4 and Ceruloplasmin in Baladi Sheep a with Minerals Deficiency",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195780566,Emam R.R.,,2025-05-01,,biological psychiatry
Copper Oxide Nanoparticles as an Emergent Threat to Aquatic Invertebrates and Photosynthetic Organisms: A Synthesis of the Known and Exploration of the Unknown,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85208583345,Ghosh S.,,2025-12-01,,parasitology
The Latin American Society for Immunodeficiencies Registry,Journal of Clinical Immunology,https://api.elsevier.com/content/abstract/scopus_id/85206961820,Seminario G.,,2025-12-01,,parasitology
Successful Allogeneic Hematopoietic Cell Transplantation for Patients with IL10RA Deficiency in Japan,Journal of Clinical Immunology,https://api.elsevier.com/content/abstract/scopus_id/85203669829,Tomomasa D.,,2025-12-01,,parasitology
Exploring the Impact of Communicative Leadership on Employee Engagement: The Mediated Moderated Effect of Employee Perceptions of Communication and Leaders' Intention to use ChatGPT,Journal of Ecohumanism,https://api.elsevier.com/content/abstract/scopus_id/85205285637,Kumar S.S.,,2025-09-27,,parasitology
Association Between Two Types of Heat Shock Proteins with Cryptosporidiosis Infection,Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85198771904,Farhan S.M.,,2025-07-01,,parasitology
Effect of Some Lytic Enzymes Produced by Streptomyces sp. on the Camel Tick Hyalomma dromedarii Eggs (Acari: Ixodidae),Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85198771444,Habeeb S.M.,,2025-07-01,,parasitology
"Immunization of Rabbits Against Whole Crude Antigen of Sarcocystosis (S. gigantea) isolated from Macrocystis of Naturally Infected Sheep in Duhok Province, Iraq",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85200127177,Hussein S.N.,,2025-06-01,,parasitology
"Campylobacter Prevalence, Molecular Detection, and Virulence Gene Profiles Isolated from Broilers Slaughtered in The Faith Al-Qasim Slaughterhouse",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85198770951,Abdulwahab H.M.,,2025-06-01,,parasitology
